MAINTENANCE_AGENCY_ID,DOMAIN_ID,NAME,IS_ENUMERATED,DESCRIPTION,DATA_TYPE,CODE,FACET_ID,IS_REFERENCE
EBA,EBA_EC,Exposure classes,True,Defines the exposure class for capital requirement purposes,,EC,,False
EBA,EBA_ER,External ratings,True,Concepts related with external credit ratings.,,ER,,False
EBA,EBA_GA,Geographical area,True,Geographical area,,GA,,False
EBA,EBA_IM,Impairment,True,"Concepts related with monitoring credit quality of financial assets and off-balance sheet items (e.g. past due, impaired, defaulted)",,IM,,False
EBA,EBA_Integer,Integer,False,Integer,,Integer,,False
EBA,EBA_LE,Legal entity,False,"An association, corporation, partnership, proprietorship, trust, or individual that has legal standing in the eyes of law",,LE,,False
EBA,EBA_LQ,Liquidity,True,Defines different liquidity-related conditions of assets and liabilities,,LQ,,False
EBA,EBA_MA,Type of market,True,Defines the type of market on which reported instruments are traded. It includes the fair value hierarchy.,,MA,,False
EBA,EBA_MC,Main category,True,"Specifies the nature of the item reported (i.e. answers the question: what is reported?). For financial instruments, defines the instrument (e.g. deposits, debt securities issued...) or range of instruments reported. It should be defined for each data point.",,MC,,False
EBA,EBA_Monetary,Monetary,False,Monetary,,Monetary,,False
EBA,EBA_NC,NACE code,True,NACE classification of economic activities,,NC,,False
EBA,EBA_OF,Computability in own funds,True,Specifies the way in which the item computes in own funds,,OF,,False
EBA,EBA_PL,Portfolio,True,Defined the portfolios reported. It comprises both accounting portfolios (e.g. Available-for-sale) and prudential portfolios (e.g. trading book).,,PL,,False
EBA,EBA_PU,Purpose,True,Purpose of the contract or transaction.,,PU,,False
EBA,EBA_Percent,Percent,False,Percent,,Percent,,False
EBA,EBA_RF,Reference period,True,Defines a relative time point (reference date or period) to which the data refers.,,RF,,False
EBA,EBA_RP,Related parties/Relationships,True,"Defines the relationship between the reporting institution with an entity or a person; in particular, it specifies the type of related party.",,RP,,False
EBA,EBA_RT,Risk transfer treatment,True,Type of risk transfer (synthetic or transitional securitisations) and accounting treatment of the transaction,,RT,,False
EBA,EBA_SC,Scope of consolidation,True,Different scopes of consolidation of reporting when different from CRR scope,,SC,,False
EBA,EBA_ST,Securitisation structure,True,Tranche of the exposure in the securitisation structure,,ST,,False
EBA,EBA_STRNG,STRING,False,,,STRNG,,False
EBA,EBA_SY,Security,False,"Financial instrument that represents: an ownership position in a publicly-traded corporation (stock), a creditor relationship with governmental body or a corporation (bond), or rights to ownership as represented by an option.",,SY,,False
EBA,EBA_String,String,False,String,,String,,False
EBA,EBA_TA,Type of activity,True,Defines the type of activity reported (e.g. asset management or custody),,TA,,False
EBA,EBA_TI,Time interval,True,Time bands (e.g. > 60 days <= 90 days).,,TI,,False
EBA,EBA_TR,Type of risk,True,Indicates the type of risk arising from exposures or transactions (e.g. credit risk or market risk).,,TR,,False
EBA,EBA_ZZ,Code Lists,True,Codes for use in various metrics,,ZZ,,False
ECB,ECAI_ECA,ECAI_ECA,True,,,,,
ECB,ECNMC_ACTVTY,ECNMC_ACTVTY,True,,,,,
ECB,ECNMY,ECNMY,True,,,,,
ECB,ELGBL_CNTRL_BNK_FNDNG,ELGBL_CNTRL_BNK_FNDNG,True,,,,,
ECB,ELGBL_GRNT_INDCTR,ELGBL_GRNT_INDCTR,True,,,,,
ECB,ENTRPRS_INDCTR,ENTRPRS_INDCTR,True,,,,,
ECB,ENTTY_RL_TYP,ENTTY_RL_TYP,True,,,,,
ECB,EQUTY_FCTR_TYP,EQUTY_FCTR_TYP,True,,,,,
ECB,ERLY_RDMPTN_INCLSN_INDCTR,ERLY_RDMPTN_INCLSN_INDCTR,True,,,,,
ECB,EXCHNG_TRDBL_DRVTV_PRTCN_ARRNGMNT_ASSGNMNT_TYP,EXCHNG_TRDBL_DRVTV_PRTCN_ARRNGMNT_ASSGNMNT_TYP,True,,,,,
ECB,EXCHNG_TRDBL_DRVTV_PSTN_RL_TYP,EXCHNG_TRDBL_DRVTV_PSTN_RL_TYP,True,,,,,
ECB,EXCHNG_TRDBL_DRVTV_TYP_BY_IDNTFR,EXCHNG_TRDBL_DRVTV_TYP_BY_IDNTFR,True,,,,,
ECB,EXPSR_CLSS,EXPSR_CLSS,True,,,,,
ECB,FDCRY,FDCRY,True,,,,,
ECB,FLD_NN_PRFRMNG_EXT_CRTR_INDCTR,FLD_NN_PRFRMNG_EXT_CRTR_INDCTR,True,,,,,
ECB,FNNCL_CNTRCT_TYP,FNNCL_CNTRCT_TYP,True,,,,,
ECB,FRBRNC_MSR_GRNTD_DRNG_RFRNC_PRD,FRBRNC_MSR_GRNTD_DRNG_RFRNC_PRD,True,,,,,
ECB,FRBRNC_MSR_TYP,FRBRNC_MSR_TYP,True,,,,,
ECB,FRBRNC_STTS,FRBRNC_STTS,True,,,,,
ECB,FRQNCY,FRQNCY,True,,,,,
ECB,FRTB_RSK_MSR_TYP,FRTB_RSK_MSR_TYP,True,,,,,
ECB,FVO_DSGNTN,FVO_DSGNTN,True,,,,,
ECB,FV_HRRCHY,FV_HRRCHY,True,,,,,
ECB,Float,Float,False,Float,Float,,,
ECB,GGRPHCL_ARS,GGRPHCL_ARS,True,,,,,
ECB,GIRR_RSK_FCTR,GIRR_RSK_FCTR,True,,,,,
ECB,GRP_KY_MNGMNT_PRSNNL_ASSGNMNT_TYP,GRP_KY_MNGMNT_PRSNNL_ASSGNMNT_TYP,True,,,,,
ECB,GRP_RL_TYP,GRP_RL_TYP,True,,,,,
ECB,GRP_TYP,GRP_TYP,True,,,,,
ECB,HDGD_PRTFL_ASST_LBLTY_INDCTR,HDGD_PRTFL_ASST_LBLTY_INDCTR,True,,,,,
ECB,HLD_SL_INDCTR,HLD_SL_INDCTR,True,,,,,
ECB,HQLA_INDCTR,HQLA_INDCTR,True,,,,,
ECB,IMMDT_PRNT_ANCRDT_INDCTR,IMMDT_PRNT_ANCRDT_INDCTR,True,,,,,
ECB,IMPRMNT_ASSSSMNT_MTHD,IMPRMNT_ASSSSMNT_MTHD,True,,,,,
ECB,INSTRMNT_CLLTRL_ASSGNMNT_TYP,INSTRMNT_CLLTRL_ASSGNMNT_TYP,True,,,,,
ECB,INSTRMNT_CLLTRL_INSTRMNT_ASSGNMNT_TYP,INSTRMNT_CLLTRL_INSTRMNT_ASSGNMNT_TYP,True,,,,,
ECB,INSTRMNT_ENTTY_RL_ASSGNMNT_TYP,INSTRMNT_ENTTY_RL_ASSGNMNT_TYP,True,,,,,
ECB,INSTRMNT_PRTCTN_ARRNGMNT_ASSGNMNT_TYP,INSTRMNT_PRTCTN_ARRNGMNT_ASSGNMNT_TYP,True,,,,,
ECB,INSTTTNL_SCTR,INSTTTNL_SCTR,True,,,,,
ECB,INSTTTNL_SCTR_CNTRL,INSTTTNL_SCTR_CNTRL,True,,,,,
ECB,INVSTMNT_PRPRTY_TYP,INVSTMNT_PRPRTY_TYP,True,,,,,
ECB,Integer,Integer,False,Integer,Integer,,,
ECB,LGL_FRM,LGL_FRM,True,,,,,
ECB,LGL_PRCDNG_STTS,LGL_PRCDNG_STTS,True,,,,,
ECB,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_TYP,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_ACCNTNG_CLSSFCTN_FNNCL_ASSTS_ASSGNMNT_TYP,True,,,,,
ECB,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_TYP,LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_TYP,True,,,,,
ECB,LTGTN_STTS,LTGTN_STTS,True,,,,,
ECB,LW_CRDT_RSK_INDCTR,LW_CRDT_RSK_INDCTR,True,,,,,
ECB,MLTLTRL_DVLPMNT_BNK_INDCTR,MLTLTRL_DVLPMNT_BNK_INDCTR,True,,,,,
ECB,MLTPL_FRBRNC_MSR_INDCTR,MLTPL_FRBRNC_MSR_INDCTR,True,,,,,
ECB,MN_DBTR_INDCTR,MN_DBTR_INDCTR,True,,,,,
ECB,MN_DPST_TKNG_CRPRTN_INDCTR,MN_DPST_TKNG_CRPRTN_INDCTR,True,,,,,
ECB,MN_GRNTR_INDCTR,MN_GRNTR_INDCTR,True,,,,,
ECB,MN_LSS_INDCTR,MN_LSS_INDCTR,True,,,,,
ECB,MRKT_CP,MRKT_CP,True,,,,,
ECB,MSRMNT_MTHD,MSRMNT_MTHD,True,,,,,
ECB,MSTR_AGRMNT_ENTTY_RL_ASSGNMNT_TYP,MSTR_AGRMNT_ENTTY_RL_ASSGNMNT_TYP,True,,,,,
ECB,MSTR_AGRMNT_TYP,MSTR_AGRMNT_TYP,True,,,,,
ECB,NGTBL_SCRTY,NGTBL_SCRTY,True,,,,,
ECB,NN_PRFRMNG_PRR_FRBRNC_INDCTR,NN_PRFRMNG_PRR_FRBRNC_INDCTR,True,,,,,
ECB,OBSRVD_AGNT_INDCTR_ANCRDT_RPRTNG,OBSRVD_AGNT_INDCTR_ANCRDT_RPRTNG,True,,,,,
ECB,OPTN_TYP,OPTN_TYP,True,,,,,
ECB,OTC_DRVTV_HDG_ACCNTNG_STNDRD_TYP,OTC_DRVTV_HDG_ACCNTNG_STNDRD_TYP,True,,,,,
ECB,OVRDRFT_INDCTR,OVRDRFT_INDCTR,True,,,,,
ECB,OWN_CMPNY_INVSTMNT_INDCTR,OWN_CMPNY_INVSTMNT_INDCTR,True,,,,,
ECB,PLLNG_EFFCT_INDCTR,PLLNG_EFFCT_INDCTR,True,,,,,
ECB,PLNNNG_PRMSSN_INDCTR,PLNNNG_PRMSSN_INDCTR,True,,,,,
ECB,PRDNTL_PRTFL,PRDNTL_PRTFL,True,,,,,
ECB,PRFRMNG_STTS_RSN,PRFRMNG_STTS_RSN,True,,,,,
ECB,PRMRY_ASST_CLSSFCTN,PRMRY_ASST_CLSSFCTN,True,,,,,
ECB,PRMRY_ASST_CLSS_CVR_PL,PRMRY_ASST_CLSS_CVR_PL,True,,,,,
ECB,PRMRY_ISSR_INDCTR,PRMRY_ISSR_INDCTR,True,,,,,
ECB,PRMRY_PRTCTN_PRVDR_INDCTR,PRMRY_PRTCTN_PRVDR_INDCTR,True,,,,,
ECB,PRPS,PRPS,True,,,,,
ECB,PRTCTN_ARRNGMNT_RL_TYP,PRTCTN_ARRNGMNT_RL_TYP,True,,,,,
ECB,PRTCTN_ARRNGMNT_RS_INDCTR,PRTCTN_ARRNGMNT_RS_INDCTR,True,,,,,
ECB,PRTCTN_VLTN_APPRCH,PRTCTN_VLTN_APPRCH,True,,,,,
ECB,PRTCTN_VL_TYP,PRTCTN_VL_TYP,True,,,,,
ECB,PRTY_CD_TYP,PRTY_CD_TYP,True,,,,,
ECB,PRTY_TYP,PRTY_TYP,True,,,,,
ECB,PRTY_TYP_ADDRSS,PRTY_TYP_ADDRSS,True,,,,,
ECB,RCGNTN_STTS,RCGNTN_STTS,True,,,,,
ECB,RCRS,RCRS,True,,,,,
ECB,RFRNC_RT,RFRNC_RT,True,,,,,
ECB,RGSTRD_PHYSCL_CLLTRL_INDCTR,RGSTRD_PHYSCL_CLLTRL_INDCTR,True,,,,,
ECB,RPRCHS_AGRMNT_TYP,RPRCHS_AGRMNT_TYP,True,,,,,
ECB,RPYMNT_RGHTS,RPYMNT_RGHTS,True,,,,,
ECB,RSCRTSTN_INDCTR,RSCRTSTN_INDCTR,True,,,,,
ECB,RSK_CLSS,RSK_CLSS,True,,,,,
ECB,RTL_EXPSR_ACCRDNG_CRR_INDCTR,RTL_EXPSR_ACCRDNG_CRR_INDCTR,True,,,,,
ECB,RTND_DBT_SCRTY_INDCTR,RTND_DBT_SCRTY_INDCTR,True,,,,,
ECB,RTNG_GRD_CRDT_QLTY,RTNG_GRD_CRDT_QLTY,True,,,,,
ECB,RTNG_GRD_TYP,RTNG_GRD_TYP,True,,,,,
ECB,RTNG_SYSTM_TYP,RTNG_SYSTM_TYP,True,,,,,
ECB,RVCBL_INDCTR,RVCBL_INDCTR,True,,,,,
ECB,RVLVNG_LN_INDCTR,RVLVNG_LN_INDCTR,True,,,,,
ECB,SBJCT_IMPRMNT_INDCTR,SBJCT_IMPRMNT_INDCTR,True,,,,,
ECB,SBJCT_OPRTNG_LS_INDCTR,SBJCT_OPRTNG_LS_INDCTR,True,,,,,
ECB,SBRDNTD_DBT,SBRDNTD_DBT,True,,,,,
ECB,SBSDRY_JNT_VNTR_ASSCT_OTHR_ORGNSTN_ASSGNMNT_TYP,SBSDRY_JNT_VNTR_ASSCT_OTHR_ORGNSTN_ASSGNMNT_TYP,True,,,,,
ECB,SCRTSTN_OTHR_CRDT_TRNSFR_TYP,SCRTSTN_OTHR_CRDT_TRNSFR_TYP,True,,,,,
ECB,SCRTSTN_TRNCH_TYP,SCRTSTN_TRNCH_TYP,True,,,,,
ECB,SCRTY_ENTTY_RL_ASSGNMNT_TYP,SCRTY_ENTTY_RL_ASSGNMNT_TYP,True,,,,,
ECB,SCRTY_EXCHNG_TRDBL_DRVTV_PSTN_TYP,SCRTY_EXCHNG_TRDBL_DRVTV_PSTN_TYP,True,,,,,
ECB,SCRTY_EXCHNG_TRDBL_DRVTV_TYP,SCRTY_EXCHNG_TRDBL_DRVTV_TYP,True,,,,,
ECB,SCRTY_GRNT_LVL,SCRTY_GRNT_LVL,True,,,,,
ECB,SCRTY_LVL,SCRTY_LVL,True,,,,,
ECB,SCRTY_PSTN_RL_TYP,SCRTY_PSTN_RL_TYP,True,,,,,
ECB,SCRTY_RNK_LVL,SCRTY_RNK_LVL,True,,,,,
ECB,SCRTY_SCRTY_RPRCHS_AGRMNT_CMPNNT_ASSGNMNT_TYP,SCRTY_SCRTY_RPRCHS_AGRMNT_CMPNNT_ASSGNMNT_TYP,True,,,,,
ECB,SCTRY_BRRWNG_LNDNG_TRNSCTN_INCLDNG_CSH_CLLTRL_TYP,SCTRY_BRRWNG_LNDNG_TRNSCTN_INCLDNG_CSH_CLLTRL_TYP,True,,,,,
ECB,SFTWR_ASST_INDCTR,SFTWR_ASST_INDCTR,True,,,,,
ECB,SGNFCNT_ASST_CLSS,SGNFCNT_ASST_CLSS,True,,,,,
ECB,SGNFCNT_RSK_TRNSFR_INDCTR,SGNFCNT_RSK_TRNSFR_INDCTR,True,,,,,
ECB,SHCK_DRCTN,SHCK_DRCTN,True,,,,,
ECB,SHRT_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_TYP,SHRT_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_TYP,True,,,,,
ECB,SHRT_TRM_CRDT_ASSMNT_INDCTR,SHRT_TRM_CRDT_ASSMNT_INDCTR,True,,,,,
ECB,SNDCTN_SB_PRTCPTN_MMBR_INSTRMNT_INDCTR,SNDCTN_SB_PRTCPTN_MMBR_INSTRMNT_INDCTR,True,,,,,
ECB,SPCLSD_LNDNG_EXPSR_TYP,SPCLSD_LNDNG_EXPSR_TYP,True,,,,,
ECB,SRC_ENCMBRNC,SRC_ENCMBRNC,True,,,,,
ECB,STRCTRD_NT_INDCTR,STRCTRD_NT_INDCTR,True,,,,,
ECB,STS_SCRTSTN_INDCTR,STS_SCRTSTN_INDCTR,True,,,,,
ECB,STTS,STTS,True,,,,,
ECB,SZ,SZ,True,,,,,
ECB,String,String,False,String,String,,,
ECB,TM_INTRVL,TM_INTRVL,True,,,,,
ECB,TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_TYP,TRNCH_SYNTHTC_SCRTSTN_WTHT_SSPE_TYP,True,,,,,
ECB,TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT_TYP,TRNSFRRD_ASST_LG_INSTRMNT_ASSGNMNT_TYP,True,,,,,
ECB,TYP_ACCNTNG_ITM,TYP_ACCNTNG_ITM,True,,,,,
ECB,TYP_AMRTSTN,TYP_AMRTSTN,True,,,,,
ECB,TYP_ASST_SCRTSTN,TYP_ASST_SCRTSTN,True,,,,,
ECB,TYP_CMMTMNT,TYP_CMMTMNT,True,,,,,
ECB,TYP_HDG,TYP_HDG,True,,,,,
ECB,TYP_INSTRMNT,TYP_INSTRMNT,True,,,,,
ECB,TYP_INSTRMNT_ID,TYP_INSTRMNT_ID,True,,,,,
ECB,TYP_INTRST_RT,TYP_INTRST_RT,True,,,,,
ECB,TYP_PRDCT,TYP_PRDCT,True,,,,,
ECB,TYP_PRTCTN,TYP_PRTCTN,True,,,,,
ECB,TYP_RSK,TYP_RSK,True,,,,,
ECB,UNDR_CNSTRCTN_INDCTR,UNDR_CNSTRCTN_INDCTR,True,,,,,
